                                             TABLE_NAME            COLUMN_NAME
531                             CabeceraOfertaProveedor           RazonSocial2
532                                   Vis_Co_AEM_No_403    RazonsocialEmpleado
533                           LcAccionesAdministrativas            RazonSocial
534                                  Vis_Co_AEM_No_403b    RazonSocialEmpleado
535                                      MemTestErrores              TipoError
536                                      MemTestErrores           MensajeError
537                                     IOF_720Desglose           RazonSocial2
538                               GeneracionTalones_Tmp            RazonSocial
539                                   TemporalNOMLimAFI    RazonSocialEmpleado
540                      Vis_RTDV_CabeceraOfertaCliente            RazonSocial
541                           TemporalNomIRPF190Resumen            RazonSocial
542                                    Vis_co_AEM_No404    RazonSocialEmpleado
543                                     LcParteCesiones               Unidades
544                      TemporalNomTraspasoIncEmpleado    RazonSocialEmpleado
545                                pwb_MovimientoSalida               Cantidad
546                                  VIS_FACR_Ejercicio               unidades
547                                    EST_TmpInfCPpend            RazonSocial
548                                     GraficosEstadis               Unidades
549                            Vis_AEL_MovStockSinApert               Unidades
550                       HistoricoEmpresaDesempCertif2       DescripcionError
551                                    NOM_TmpDetCuadre    RazonSocialEmpleado
552                                  TemporalNOMCodigos      HuboErroresImport
553                           LcLineasParteImputaciones               Unidades
554                                    ComprasProveedor            RazonSocial
555                            MovimientoStockUbicacion               Unidades
556                         LineasAlbaranCliente_260924               Unidades
557                             pwb_ArticuloInventarios               Cantidad
558                               AuxGeneraNecCompraCTF               Unidades
559                          LcTecnicoHorasNoImputables               Unidades
560                                        Clientes_Bak            RazonSocial
561                                        Clientes_Bak           RazonSocial2
562                                          FacturasTB    RazonSocialSucedida
563                               Vis_AEM_Liquidaciones    RazonSocialEmpleado
564                     TemporalNomLimitesContratosWord    RazonSocialEmpleado
565                                         Domicilios_            RazonSocial
566                                TratarBBDDNominaLLog      HuboErroresImport
567                                   Clientes_03012025            RazonSocial
568                                   Clientes_03012025           RazonSocial2
569                                 Vis_EXP_Rendimiento            RazonSocial
570                                 Vis_EXP_Rendimiento               Unidades
571                                 Vis_EXP_Rendimiento           RazonSocial2
572                                             DES_A32               Unidades
573                         TMPIME_HisBasesIRPFEmpleado       DescripcionError
574                         TMPIME_HisBasesIRPFEmpleado    RazonSocialEmpleado
575                          TmpIME_ImpConciertoCat_NOM    RazonSocialEmpleado
