CodigoArticulo;StockActual;CodigoAlmacen;PrecioMedio;FechaUltimaEntrada;FechaUltimaSalida
00004726;0E-10;001;1.2750295289;2025-12-09 00:00:00;2025-12-09 00:00:00
00010008;1.0000000000;001;7.2250000000;;
00010069;1.0000000000;001;0E-10;;
00010491;0E-10;001;0.6687430143;2025-11-28 00:00:00;2025-11-28 00:00:00
00010544;20.0000000000;001;6.0716000000;;
00010574;75.0000000000;001;0.6298495311;;2025-03-19 00:00:00
00010624;10.0000000000;001;2.4790106198;;
00010625;0E-10;001;4.3793943229;;2025-01-10 00:00:00
00010626;18.0000000000;001;2.6548000000;;
00010628;400.0000000000;001;0.8334199472;2025-12-22 00:00:00;2025-12-18 00:00:00
00010642;4.0000000000;001;1.0084267953;2025-10-20 00:00:00;2025-10-20 00:00:00
00010643;0E-10;001;0.6849386202;2025-10-13 00:00:00;2025-10-13 00:00:00
00010654;50.0000000000;001;2.5307348799;2025-10-20 00:00:00;2025-09-30 00:00:00
00020062;0E-10;001;2.9615538517;;2025-07-14 00:00:00
00020388;25.0000000000;001;5.3337169898;;2025-04-28 00:00:00
00030751;1.0000000000;001;1.8004727851;;
00030753;30.0000000000;001;1.3936967136;;2025-10-22 00:00:00
00030862;0E-10;001;2.7721495804;;2025-02-14 00:00:00
00030863;0E-10;001;0.5558885962;;2025-09-10 00:00:00
00030957;0E-10;001;0.9793924415;;2025-01-20 00:00:00
00030957M;0E-10;001;1.3086571383;2025-11-07 00:00:00;2025-11-07 00:00:00
00031261;0E-10;001;1.7514611530;;2025-07-10 00:00:00
00031264;0E-10;001;0.7390125304;;2025-07-31 00:00:00
00031265;50.0000000000;001;1.2751000000;;
00031267;0E-10;001;1.7626942387;;2025-04-25 00:00:00
00031334;109.0000000000;001;1.2814000000;;
00031336;0E-10;001;2.1670200122;;2025-04-29 00:00:00
00031354;1.0000000000;001;4.6195000000;;
00031428;0E-10;001;1.1847908052;;2025-09-24 00:00:00
00031434;140.0000000000;001;0.5403000000;;
00031451;30.0000000000;001;1.6969518823;2025-05-26 00:00:00;2025-05-28 00:00:00
00031452;100.0000000000;001;2.9115000000;;
00031476;100.0000000000;001;0.3955000000;;
00031477;0E-10;001;0.3742716040;;2025-07-08 00:00:00
00031478J;175.0000000000;001;0.1882126832;2025-08-25 00:00:00;2025-09-25 00:00:00
00031498;2.0000000000;001;3.9976000000;;
00031506;0E-10;001;1.4178521615;;2025-08-18 00:00:00
00031521;200.0000000000;001;1.1360700000;;
00031529;0E-10;001;1.2958745067;;2025-01-09 00:00:00
00031542;0E-10;001;3.0912587516;2025-10-08 00:00:00;2025-10-09 00:00:00
00031556;40.0000000000;001;1.6098587620;2025-11-21 00:00:00;2025-06-11 00:00:00
00031566;150.0000000000;001;1.2091508494;2025-11-13 00:00:00;2025-10-28 00:00:00
00031567;20.0000000000;001;1.2706000000;;
00031577;0E-10;001;0.8230689428;;2025-09-18 00:00:00
00031588;0E-10;001;0.9958862676;2025-11-21 00:00:00;2025-11-21 00:00:00
00031590;0E-10;001;4.1836762448;;2025-01-28 00:00:00
00031603;140.0000000000;001;0.3406000000;;
00031604;140.0000000000;001;1.8953000000;;
00031606;51.0000000000;001;0.3603000000;;
00031607;144.0000000000;001;0.5167000000;;
00031611;48.0000000000;001;1.7363000000;;
00031621;22.0000000000;001;0.3463524868;;2025-09-25 00:00:00
00031621R;35.0000000000;001;0.5485714285;;
00031622;0E-10;001;0.7470427828;;2025-04-09 00:00:00
00031623;0E-10;001;2.5701249798;;2025-04-09 00:00:00
00031633;0E-10;001;1.4983837629;;2025-04-11 00:00:00
00031651;0E-10;001;1.3066162130;;2025-02-03 00:00:00
00031653;350.0000000000;001;0.7885000000;;
00031702;125.0000000000;001;2.9736000000;;
00031711;0E-10;001;1.8566018051;2025-11-18 00:00:00;2025-11-27 00:00:00
00031727;0E-10;001;1.1638959017;;2025-02-04 00:00:00
00031727B;0E-10;001;2.6866344566;;2025-03-03 00:00:00
00031731;0E-10;001;2.3098703381;2025-11-28 00:00:00;2025-11-28 00:00:00
00031735;0E-10;001;0.9943918300;2025-11-13 00:00:00;2025-11-13 00:00:00
00031736;0E-10;001;1.6803249707;2025-11-11 00:00:00;2025-11-11 00:00:00
00031737;0E-10;001;0.8503704704;;2025-02-14 00:00:00
00031742;0E-10;001;0.7160465379;;2025-08-18 00:00:00
00031745;0E-10;001;6.9572623854;2025-10-20 00:00:00;2025-10-20 00:00:00
00031747;0E-10;001;1.0658394396;;2025-06-05 00:00:00
00031748;10.0000000000;001;15.8937135761;2025-06-18 00:00:00;2025-06-19 00:00:00
00031749;64.0000000000;001;4.6486883980;;2025-01-29 00:00:00
00031749B;0E-10;001;5.9538802410;;2025-02-04 00:00:00
00031760;50.0000000000;001;0.7723845807;;
00031764;0E-10;001;2.3810746110;;2025-04-07 00:00:00
00031767;5.0000000000;001;1.7003070675;;
00031770;5.0000000000;001;5.5888397708;;
00031776;2.0000000000;001;3.8721473032;;
00031783B;0E-10;001;0.7378899149;;2025-01-27 00:00:00
00031788H;0E-10;001;2.2770794364;;2025-06-20 00:00:00
00031788M;0E-10;001;2.3295018509;;2025-06-20 00:00:00
00031789;0E-10;001;15.0940923766;2025-11-21 00:00:00;2025-11-21 00:00:00
00031790;0E-10;001;2.4539533333;;2025-02-10 00:00:00
00031791;0E-10;001;1.6445967216;2025-12-01 00:00:00;2025-12-01 00:00:00
00031792;0E-10;001;172.9098573376;2025-12-04 00:00:00;2025-12-04 00:00:00
00031793;60.0000000000;001;1.1146229696;;2025-01-30 00:00:00
00031794A;0E-10;001;0.9588124492;;2025-04-09 00:00:00
00031794B;0E-10;001;1.1090829593;;2025-04-09 00:00:00
00031796;0E-10;001;1.2941791870;;2025-03-24 00:00:00
00031797;0E-10;001;0.9440245155;;2025-05-09 00:00:00
00031799;0E-10;001;0.3837355052;;2025-04-25 00:00:00
00031800;0E-10;001;0.3897594939;;2025-04-25 00:00:00
00031801;0E-10;001;1.2266825731;;2025-06-02 00:00:00
00031802;0E-10;001;0.6454970695;2025-10-08 00:00:00;2025-10-09 00:00:00
00031803;0E-10;001;1.7350377028;2025-10-23 00:00:00;2025-10-23 00:00:00
00031804;0E-10;001;0.3295600000;2025-10-09 00:00:00;2025-10-28 00:00:00
00031806;0E-10;001;1.7532183743;2025-10-24 00:00:00;2025-10-24 00:00:00
00031807;0E-10;001;4.6051694950;2025-10-07 00:00:00;2025-10-07 00:00:00
00031808;0E-10;001;2.4261639680;2025-11-05 00:00:00;2025-11-05 00:00:00
00031809;0E-10;001;1.1209883484;2025-11-11 00:00:00;2025-11-11 00:00:00
00031811;0E-10;001;3.0138222560;2025-12-22 00:00:00;2025-12-22 00:00:00
00051103;100.0000000000;001;0.2242000000;;
00052442;15.0000000000;001;5.1767802604;2025-11-07 00:00:00;2025-11-07 00:00:00
00052520;0E-10;001;3.5065732919;;2025-06-26 00:00:00
00052837;10.0000000000;001;2.2978000000;;
00052848;79.0000000000;001;0.6500000000;;
00053001;80.0000000000;001;0.2929487960;2025-12-26 00:00:00;
00053062;65.0000000000;001;0.9172034838;2025-10-23 00:00:00;2025-11-20 00:00:00
00053063;4.0000000000;001;0.9203397482;;2025-08-22 00:00:00
00053064;50.0000000000;001;0.2766232331;2025-10-28 00:00:00;2025-11-20 00:00:00
00053065;0E-10;001;0.3588792307;;2025-11-20 00:00:00
00053066;75.0000000000;001;0.5614155951;2025-10-17 00:00:00;2025-11-20 00:00:00
00053067;25.0000000000;001;0.2031878724;2025-10-17 00:00:00;2025-11-20 00:00:00
00053068;50.0000000000;001;0.3349495302;2025-10-23 00:00:00;2025-11-20 00:00:00
00053152;0E-10;001;1.7978381434;;2025-05-26 00:00:00
00053154;60.0000000000;001;0.4800000000;;
00053155;50.0000000000;001;0.5305581006;2025-10-23 00:00:00;2025-11-20 00:00:00
00053156;60.0000000000;001;0.7550000000;;
00053221;100.0000000000;001;1.9017000000;;
00053239;0E-10;001;0.9019000745;;2025-01-03 00:00:00
00053249;0E-10;001;0.7290338781;;2025-06-26 00:00:00
00053250;0E-10;001;0.3415197409;2025-11-07 00:00:00;2025-11-07 00:00:00
00053251;0E-10;001;0.2411083301;;2025-06-25 00:00:00
00053269;0E-10;001;0.6989680558;;2025-09-22 00:00:00
00053291;50.0000000000;001;2.0081831918;2025-10-30 00:00:00;2025-11-20 00:00:00
00053292;5.0000000000;001;0.7738456936;;2025-11-20 00:00:00
00053297;10.0000000000;001;3.4737822735;;
00053323;75.0000000000;001;0.3464000000;;
00053370;4.0000000000;001;0.5957000000;;
00053464;400.0000000000;001;1.9541699879;2025-12-22 00:00:00;2025-12-18 00:00:00
00053472;100.0000000000;001;3.6889000000;;
00053500;1.0000000000;001;0.1671000000;;
00053538;0E-10;001;0.8200553918;;2025-07-23 00:00:00
00053552;40.0000000000;001;0.2468627710;2025-12-26 00:00:00;
00053555;8.0000000000;001;0.4388000000;;
00053622;50.0000000000;001;1.3277000000;;
00053639;0E-10;001;1.0974122019;;2025-01-03 00:00:00
00053644;0E-10;001;0.7082139656;;2025-01-03 00:00:00
00053740;20.0000000000;001;2.7649551235;;2025-11-20 00:00:00
00053741;25.0000000000;001;0.6895135541;;2025-11-20 00:00:00
00053772;100.0000000000;001;1.8239558097;2025-12-22 00:00:00;
00053827;10.0000000000;001;5.0501000000;;
00053828;15.0000000000;001;4.2211000000;;
00053829;10.0000000000;001;4.2356000000;;
00053830;10.0000000000;001;4.5649000000;;
00053831;10.0000000000;001;4.5286000000;;
00053832;10.0000000000;001;4.4345000000;;
00053867;0E-10;001;0.3232000226;;2025-05-05 00:00:00
00053869;0E-10;001;0.3457007485;;2025-05-05 00:00:00
00053870;0E-10;001;0.6504757932;;2025-07-08 00:00:00
00053871;0E-10;001;1.1409681388;;2025-07-31 00:00:00
00053887;0E-10;001;1.7701497490;2025-10-13 00:00:00;2025-10-20 00:00:00
00053898;1.0000000000;001;4.0758000000;;
00053899;1.0000000000;001;5.5714000000;;
00053900;1.0000000000;001;1.9547000000;;
00053901;17.0000000000;001;2.9281000000;;
00053902;1.0000000000;001;0.6778000000;;
00053967;20.0000000000;001;2.4772000000;;
00053978;30.0000000000;001;1.0695000000;;
00053984;0E-10;001;1.8212980826;2025-10-22 00:00:00;2025-10-22 00:00:00
00054007;25.0000000000;001;2.0851000000;;
00054009;1.0000000000;001;0.8359000000;;
00054029;0E-10;001;0.9160952941;;2025-02-14 00:00:00
00054032;0E-10;001;0.3766226566;;2025-07-02 00:00:00
00054036;0E-10;001;0.3418422039;;2025-07-14 00:00:00
00054042;0E-10;001;0.5286380423;;2025-07-10 00:00:00
00054043;0E-10;001;2.6201773722;;2025-08-18 00:00:00
00054045;0E-10;001;2.7588034968;;2025-07-23 00:00:00
00054046;0E-10;001;6.1051207956;;2025-09-15 00:00:00
00054048;456.0000000000;001;0.2301000000;;
00054049;0E-10;001;0.2217034114;;2025-01-17 00:00:00
00054050;0E-10;001;0.4213098731;;2025-07-10 00:00:00
00054052;113.0000000000;001;2.3020000000;;
00054054;2400.0000000000;001;0.7019825707;;
00054059;16.0000000000;001;0.7543000000;;
00054062;10.0000000000;001;1.2567124334;2025-10-03 00:00:00;2025-10-29 00:00:00
00054063;0E-10;001;0.9089231060;;2025-06-26 00:00:00
00054064;0E-10;001;1.3310130972;2025-12-02 00:00:00;2025-12-11 00:00:00
00054065;0E-10;001;1.8167621464;2025-11-21 00:00:00;2025-11-21 00:00:00
00054066;100.0000000000;001;1.0071526668;;
00054071;300.0000000000;001;0.2196000000;;
00054110;30.0000000000;001;0.2673070145;;2025-04-01 00:00:00
00054117;30.0000000000;001;0.7139000000;;
00054130;0E-10;001;2.2690782789;;2025-09-15 00:00:00
00054132;0E-10;001;0.3842818720;2025-10-20 00:00:00;2025-10-20 00:00:00
00054144;5.0000000000;001;1.0400000000;;
00054145;10.0000000000;001;1.4043000000;;
00054280;0E-10;001;0.9350566973;;2025-03-05 00:00:00
00054282;150.0000000000;001;0.8505000000;;
00054337;0E-10;001;0.9437461953;;2025-08-22 00:00:00
00054338;500.0000000000;001;0.2534000000;;
00054355;40.0000000000;001;0.4862950652;2025-11-27 00:00:00;2025-05-30 00:00:00
00054367;100.0000000000;001;1.9641000000;;
00054379;63.0000000000;001;0.4416000000;;
00054389;200.0000000000;001;0.9266000000;;
00054406;100.0000000000;001;0.7780000000;;
00054468;0E-10;001;1.9181717855;;2025-02-20 00:00:00
00054472;0E-10;001;1.6668339238;;2025-02-10 00:00:00
00054484;4.0000000000;001;0.9860000000;;
00054485;0E-10;001;0.8567895081;;2025-05-30 00:00:00
00054486;0E-10;001;1.4118986719;;2025-02-14 00:00:00
00054487;0E-10;001;0.9930139320;;2025-02-14 00:00:00
00054488;0E-10;001;0.7730862135;2025-10-22 00:00:00;2025-10-22 00:00:00
00054488R;92.0000000000;001;0.6489701124;;
00054489;0E-10;001;1.7785535835;2025-10-24 00:00:00;2025-10-27 00:00:00
00054494;5.0000000000;001;0.4866834749;2025-10-20 00:00:00;2025-10-20 00:00:00
00054523;2000.0000000000;001;0.1826000000;;
00054656;42.0000000000;001;0.4713041413;2025-12-26 00:00:00;
00054697;0E-10;001;1.0813972663;;2025-06-24 00:00:00
00054710;0E-10;001;2.4911622108;;2025-01-10 00:00:00
00054720;30.0000000000;001;0.4494140832;2025-12-10 00:00:00;2025-11-28 00:00:00
00054724;0E-10;001;0.5954250670;2025-11-13 00:00:00;2025-11-20 00:00:00
00054728;0E-10;001;2.7591964431;;2025-06-11 00:00:00
00054729;0E-10;001;2.7416451688;;2025-06-05 00:00:00
00054730;42.0000000000;001;0.4193915685;2025-12-26 00:00:00;
00054731;42.0000000000;001;0.4489702377;2025-12-26 00:00:00;
00054745;0E-10;001;1.8073502612;;2025-07-17 00:00:00
00054746B;0E-10;001;4.8751605139;;2025-07-14 00:00:00
00054747;0E-10;001;2.7496804389;2025-10-17 00:00:00;2025-10-20 00:00:00
00054748;0E-10;001;0.3955753890;2025-10-20 00:00:00;2025-10-20 00:00:00
00054757;100.0000000000;001;0.0480000000;;
00054766;0E-10;001;0.5029059685;2025-11-05 00:00:00;2025-11-05 00:00:00
00054782;0E-10;001;0.4244269213;;2025-09-22 00:00:00
00054801;0E-10;001;0.8940339190;;2025-03-03 00:00:00
00054802;0E-10;001;0.3283043482;;2025-05-12 00:00:00
00054826;5.0000000000;001;7.8096018996;;2025-11-11 00:00:00
00054833;0E-10;001;1.4269176209;;2025-01-17 00:00:00
00054835;0E-10;001;1.2054961429;;2025-07-08 00:00:00
00054836;0E-10;001;4.7270568196;;2025-08-28 00:00:00
00054889;0E-10;001;3.1799294300;;2025-07-29 00:00:00
00054920;0E-10;001;1.2513912865;2025-10-08 00:00:00;2025-10-20 00:00:00
00054928;100.0000000000;001;2.8783000000;;
00054929;75.0000000000;001;3.5226000000;;
00054960;0E-10;001;25.8756586304;2025-10-20 00:00:00;2025-10-20 00:00:00
00054965;250.0000000000;001;0.0845000000;;
00054969;0E-10;001;1.4248137002;;2025-06-20 00:00:00
00054978;250.0000000000;001;0.3340000000;;
00054988;6.0000000000;001;3.8343411393;;2025-09-17 00:00:00
00054988R;11.0000000000;001;2.2909090909;;
00054996;0E-10;001;0.2957771445;2025-11-25 00:00:00;2025-11-25 00:00:00
00055000;0E-10;001;0.0867197965;2025-09-30 00:00:00;2025-10-28 00:00:00
00055001;0E-10;001;0.0633246254;2025-10-03 00:00:00;2025-10-28 00:00:00
00055005;200.0000000000;001;1.0046000000;;
00055008;5.0000000000;001;5.7946795480;;
00055018;10.0000000000;001;0.2581810292;;2025-01-16 00:00:00
00055018B;0E-10;001;0.1566891321;;2025-01-16 00:00:00
00055035;0E-10;001;3.7078215408;;2025-05-05 00:00:00
00055036;0E-10;001;3.6081632140;;2025-05-05 00:00:00
00055037;0E-10;001;1.0463793036;;2025-05-05 00:00:00
00055038;0E-10;001;0.8873782294;;2025-05-05 00:00:00
00055039;0E-10;001;1.3266436386;;2025-05-05 00:00:00
00055065;0E-10;001;0.8681819725;;2025-07-24 00:00:00
00055066;0E-10;001;0.5509028530;;2025-05-30 00:00:00
00055067;0E-10;001;0.0689356296;;2025-05-30 00:00:00
00055067B;0E-10;001;0.2766501653;;2025-09-30 00:00:00
00055070;0E-10;001;0.1892338961;;2025-05-05 00:00:00
00055084;0E-10;001;0.5717550232;;2025-02-27 00:00:00
00055086;0E-10;001;3.0226711536;;2025-07-16 00:00:00
00055087;0E-10;001;0.3157233364;2025-10-13 00:00:00;2025-10-29 00:00:00
00055088;0E-10;001;0.4484661891;2025-10-13 00:00:00;2025-10-29 00:00:00
00055115;0E-10;001;0.4398000000;;2025-06-17 00:00:00
00055120;0E-10;001;1.0674634108;;2025-06-05 00:00:00
00055121;0E-10;001;0.4526164843;;2025-05-09 00:00:00
00055137;0E-10;001;0.3491031925;;2025-04-30 00:00:00
00055185;0E-10;001;0.3588764905;;2025-09-19 00:00:00
00055212;0E-10;001;0.5712973211;;2025-07-31 00:00:00
00055219;25.0000000000;001;0.7204000000;;
00055220;0E-10;001;2.6523417068;;2025-08-06 00:00:00
00055221;0E-10;001;0.9209270617;;2025-09-24 00:00:00
00055228;0E-10;001;0.4783978714;;2025-06-25 00:00:00
00055234;0E-10;001;0.5955244102;;2025-06-25 00:00:00
00055243;0E-10;001;0.7362406660;;2025-07-03 00:00:00
00055270;0E-10;001;0.6905050159;;2025-06-17 00:00:00
00055285B;100.0000000000;001;7.7043343156;2025-10-07 00:00:00;2025-10-07 00:00:00
00055286;5.0000000000;001;5.8088682242;;2025-09-30 00:00:00
00055287;0E-10;001;2.0186817489;;2025-09-25 00:00:00
00055290;100.0000000000;001;0.9072000000;;
00055302;250.0000000000;001;0.1644000000;;
00055310;1.0000000000;001;8.2648931366;;
00055321;110.0000000000;001;0.3679142927;2025-09-30 00:00:00;2025-10-01 00:00:00
00055322;100.0000000000;001;0.7369095506;;2025-09-10 00:00:00
00055323;7.0000000000;001;0.9581932244;;2025-11-20 00:00:00
00055324;14.0000000000;001;0.7184804723;;2025-11-25 00:00:00
00055325;38.0000000000;001;0.5827632705;;2025-10-20 00:00:00
00055326;10.0000000000;001;0.5170638884;;2025-10-20 00:00:00
00055389;0E-10;001;0.6534362186;2025-10-13 00:00:00;2025-11-27 00:00:00
00055390;100.0000000000;001;1.1189155464;2025-12-18 00:00:00;2025-11-27 00:00:00
00055391;50.0000000000;001;0.7504142655;2025-12-18 00:00:00;2025-12-01 00:00:00
00055430;0E-10;001;4.0186550753;;2025-05-07 00:00:00
00055444;0E-10;001;0.7079229488;;2025-05-07 00:00:00
00055445;0E-10;001;0.8642163613;;2025-04-29 00:00:00
00055448;0E-10;001;3.2132628308;;2025-09-09 00:00:00
00055448B;0E-10;001;4.7755273074;2025-11-21 00:00:00;2025-11-21 00:00:00
00055449;900.0000000000;001;2.1018211249;2025-12-22 00:00:00;2025-06-26 00:00:00
00055462;0E-10;001;0.7264215451;;2025-07-28 00:00:00
00055463;0E-10;001;1.0843200287;2025-10-20 00:00:00;2025-10-20 00:00:00
00055464;0E-10;001;0.6234690075;2025-10-13 00:00:00;2025-10-20 00:00:00
00055468;0E-10;001;0.4030394202;;2025-09-30 00:00:00
00055473;0E-10;001;0.1266888487;;2025-08-22 00:00:00
00055474;230.0000000000;001;0.5609619594;;2025-04-15 00:00:00
00055496;0E-10;001;1.1666748987;2025-10-22 00:00:00;2025-11-06 00:00:00
00055499;1.0000000000;001;0.5226000000;;
00055502;45.0000000000;001;0.3656000000;;
00055523;0E-10;001;0.8199753494;;2025-05-23 00:00:00
00055549;100.0000000000;001;0.2534000000;;
00055554;0E-10;001;0.2605440400;2025-12-10 00:00:00;2025-12-10 00:00:00
00055569;0E-10;001;1.0299354604;2025-10-20 00:00:00;2025-10-29 00:00:00
00055570;10.0000000000;001;0.6900935231;2025-10-13 00:00:00;2025-10-29 00:00:00
00055578;0E-10;001;0.9623476485;;2025-09-19 00:00:00
00055579;0E-10;001;0.6876431695;;2025-03-03 00:00:00
00055580;0E-10;001;3.0927076625;;2025-03-17 00:00:00
00055581;0E-10;001;1.3194523984;;2025-03-03 00:00:00
00055600;5.0000000000;001;2.8173424158;;2025-06-26 00:00:00
00055617;3.0000000000;001;8.1250000000;;
00055618;0E-10;001;0.8557996432;;2025-06-25 00:00:00
00055618B;5500.0000000000;001;1.0282980151;2025-12-15 00:00:00;2025-12-15 00:00:00
00055622;4000.0000000000;001;0.2715851167;2025-11-21 00:00:00;2025-11-26 00:00:00
00055646;2.0000000000;001;1.8800000000;;
00055647;0E-10;001;5.0075440773;;2025-02-14 00:00:00
00055648;0E-10;001;2.7495228731;;2025-02-14 00:00:00
00055649;0E-10;001;0.5694044519;;2025-02-14 00:00:00
00055650;0E-10;001;0.7403867743;;2025-02-14 00:00:00
00055651;0E-10;001;1.1331669983;;2025-02-24 00:00:00
00055653;0E-10;001;0.7059153047;;2025-02-14 00:00:00
00055676;50.0000000000;001;0.4207000000;;
00055681;0E-10;001;0.8006212579;2025-10-14 00:00:00;2025-10-20 00:00:00
00055696;5.0000000000;001;9.8804000000;;
00055697;5.0000000000;001;12.9456000000;;
00055699;1.0000000000;001;2.6545000000;;
00055701;1.0000000000;001;9.9949000000;;
00055710;30.0000000000;001;4.2353000000;;
00055721;0E-10;001;1.2000696697;;2025-09-24 00:00:00
00055731;30.0000000000;001;8.7071732960;;
00055739;0E-10;001;2.2934287499;;2025-01-17 00:00:00
00055749;0E-10;001;1.2520527368;;2025-04-25 00:00:00
00055749B;2500.0000000000;001;0.1925400000;2025-12-26 00:00:00;
00055760;0E-10;001;2.7052712792;;2025-08-18 00:00:00
00055764;0E-10;001;1.0137646539;2025-10-17 00:00:00;2025-10-20 00:00:00
00055766;0E-10;001;0.4180357526;;2025-04-29 00:00:00
00055768;0E-10;001;0.5394485280;;2025-05-09 00:00:00
00055769;0E-10;001;0.3405838151;;2025-04-29 00:00:00
00055770;0E-10;001;0.3922831016;;2025-05-09 00:00:00
00055771;0E-10;001;0.4116783644;;2025-05-05 00:00:00
00055772;0E-10;001;0.4949007005;;2025-05-09 00:00:00
00055773;0E-10;001;2.0587576106;;2025-05-16 00:00:00
00055774;0E-10;001;11.6987487157;;2025-03-25 00:00:00
00055775;0E-10;001;32.1532298754;;2025-03-26 00:00:00
00055776;0E-10;001;1.4422093104;;2025-05-19 00:00:00
00055777;0E-10;001;0.5218185744;;2025-05-16 00:00:00
00055781;1.0000000000;001;0.6630000000;;
00055787;0E-10;001;1.5251478593;;2025-05-09 00:00:00
00055788;11.0000000000;001;15.6496451933;2025-12-16 00:00:00;
00055795;0E-10;001;7.5926493550;;2025-06-11 00:00:00
00055797;0E-10;001;4.5622771347;2025-11-07 00:00:00;2025-11-07 00:00:00
00055803;0E-10;001;1.0567164798;2025-11-18 00:00:00;2025-11-19 00:00:00
00055804;0E-10;001;0.8412144174;;2025-08-22 00:00:00
00055814;301.0000000000;001;2.2993630263;2025-12-09 00:00:00;2025-05-19 00:00:00
00055815;300.0000000000;001;1.5656726529;2025-12-04 00:00:00;2025-10-28 00:00:00
00055816;0E-10;001;0.9034431755;;2025-05-19 00:00:00
00055817;170.0000000000;001;1.0750193525;2025-12-26 00:00:00;2025-07-28 00:00:00
00055818;150.0000000000;001;1.5241205552;2025-12-10 00:00:00;2025-05-19 00:00:00
00055819;150.0000000000;001;2.0222734477;2025-12-15 00:00:00;2025-05-19 00:00:00
00055820;0E-10;001;0.4749802571;;2025-07-17 00:00:00
00055838;0E-10;001;1.9680891905;;2025-06-30 00:00:00
00055839;0E-10;001;0.3492815871;;2025-04-14 00:00:00
00055840;0E-10;001;0.5787569801;;2025-06-13 00:00:00
00055841;0E-10;001;0.2784180298;;2025-06-11 00:00:00
00055842;5.0000000000;001;3.1674536299;2025-11-28 00:00:00;2025-12-10 00:00:00
00055843;0E-10;001;1.7149959925;;2025-06-30 00:00:00
00055846;500.0000000000;001;0.6653806166;;
00055847;3.0000000000;001;1.0314000000;;
00055852;0E-10;001;9.1345475138;;2025-01-03 00:00:00
00055856;0E-10;001;2.0370014957;2025-11-06 00:00:00;2025-11-06 00:00:00
00055866;1.0000000000;001;31.0201000000;;
00055868;0E-10;001;2.7186590174;;2025-09-12 00:00:00
00055873;40.0000000000;001;6.3373793061;2025-12-01 00:00:00;
00055874;0E-10;001;4.0759207965;;2025-09-19 00:00:00
00055879;50.0000000000;001;0.2982764245;2025-11-06 00:00:00;2025-09-02 00:00:00
00055880;50.0000000000;001;0.4085264044;2025-12-02 00:00:00;2025-09-02 00:00:00
00055881;50.0000000000;001;0.2412053831;2025-11-17 00:00:00;2025-09-02 00:00:00
00055882;50.0000000000;001;0.3226191926;2025-12-03 00:00:00;2025-09-02 00:00:00
00055890;5.0000000000;001;23.2638223714;;2025-11-03 00:00:00
00055893;0E-10;001;0.1542387659;;2025-05-27 00:00:00
00055894;0E-10;001;0.1379465902;;2025-05-27 00:00:00
00055895;0E-10;001;0.2320931595;;2025-05-22 00:00:00
00055896;0E-10;001;0.2024038632;;2025-05-22 00:00:00
00055897;0E-10;001;0.9549918157;;2025-05-22 00:00:00
00055899;0E-10;001;3.7866028317;;2025-05-12 00:00:00
00055902;0E-10;001;0.4372249225;;2025-05-27 00:00:00
00055903;0E-10;001;0.5850111351;;2025-06-09 00:00:00
00055904;0E-10;001;0.7283049715;;2025-05-09 00:00:00
00055912;0E-10;001;9.0072667544;;2025-04-29 00:00:00
00055917;415.0000000000;001;0.8296009126;;2025-10-28 00:00:00
00055918;0E-10;001;0.3419458899;2025-10-03 00:00:00;2025-10-06 00:00:00
00055919;0E-10;001;2.1814579018;2025-10-31 00:00:00;2025-11-03 00:00:00
00055919M;0E-10;001;1.7271192713;;2025-07-04 00:00:00
00055923;1000.0000000000;001;0.0965631173;;2025-09-19 00:00:00
00055924;1000.0000000000;001;0.0967740185;;2025-09-19 00:00:00
00055926;10.0000000000;001;0.9487371535;2025-11-24 00:00:00;2025-11-24 00:00:00
00055927;0E-10;001;0.7131838203;;2025-08-28 00:00:00
00055928;0E-10;001;0.8373579650;2025-11-24 00:00:00;2025-11-24 00:00:00
00055931;0E-10;001;0.4330331480;;2025-07-14 00:00:00
00055932;0E-10;001;0.8451302952;2025-10-13 00:00:00;2025-10-13 00:00:00
00055933;0E-10;001;1.0459576177;2025-10-14 00:00:00;2025-10-14 00:00:00
00055934;0E-10;001;1.1469789417;;2025-03-27 00:00:00
00055935;0E-10;001;1.6190717957;2025-10-14 00:00:00;2025-10-14 00:00:00
00055946;22.0000000000;001;2.1745013588;2025-12-22 00:00:00;
00055955;0E-10;001;6.1691120430;;2025-11-11 00:00:00
00055962;0E-10;001;0.7577504598;;2025-02-03 00:00:00
00055972;2.0000000000;001;2.0583113469;;
00055987;98.0000000000;001;3.0486564284;2025-03-25 00:00:00;2025-12-17 00:00:00
00055990;0E-10;001;0.8838260208;2025-11-27 00:00:00;2025-11-28 00:00:00
00055995;0E-10;001;0.3281642931;2025-12-18 00:00:00;2025-12-18 00:00:00
00055997;50.0000000000;001;0.6474662616;2025-12-16 00:00:00;2025-09-15 00:00:00
00055998;0E-10;001;1.5029842281;;2025-03-12 00:00:00
00056001;0E-10;001;3.8200530813;2025-12-11 00:00:00;2025-12-11 00:00:00
00056004;0E-10;001;0.9623157761;;2025-09-22 00:00:00
00056007;0E-10;001;0.5231328766;;2025-02-03 00:00:00
00056009;0E-10;001;4.8966524129;2025-10-31 00:00:00;2025-11-03 00:00:00
00056016;25.0000000000;001;0.3632333333;;
00056031;232.0000000000;001;18.8738557452;2025-10-31 00:00:00;2025-11-13 00:00:00
00056031R;5.0000000000;001;2.0044553547;;
00056055;0E-10;001;0.2683933503;2025-11-11 00:00:00;2025-11-20 00:00:00
